QuestionUserId;QuestionUserReputation;QuestionUserDN;Tags;QuestionId;QuestionScore;title;QuestionBody;AcceptedAnswer;AnswerUserId;AnswerUserReputation;AnswerUserDN;AnswerScore;AnswerId;AnswerBody
2396228;303;vinayakshukl;<python><machine-learning><scikit-learn><feature-extraction><tf-idf>;28254824;6;Feature space reduction for tag prediction;"<p>I am writing a ML module (python) to predict tags for a stackoverflow question (tag + body). My corpus is of around 5 million questions with title, body and tags for each. I'm splitting this 3:2 for training and testing. I'm  plagued by the <a href=""http://www.google.co.in/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=5&amp;cad=rja&amp;uact=8&amp;sqi=2&amp;ved=0CDEQFjAE&amp;url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FCurse_of_dimensionality&amp;ei=3hfNVPP1KeTCmQWn94GgAg&amp;usg=AFQjCNFtGwiNd-uw_EvWQNyY1BXEAdXsvg&amp;sig2=4i1YZnLefahwMXWJau9EGg&amp;bvm=bv.85076809,d.dGY"" rel=""noreferrer"">curse of dimensionality</a>.</p>

<hr>

<h2>Work Done</h2>

<ol>
<li><strong>Pre-processing:</strong> markup removal, stopword removal, special character removal and a few bits and pieces. Store into MySQL. This almost halves the size of the test data.</li>
<li><p><strong>ngram association:</strong> for <em>each</em> unigram and bigram in the title and the body of <em>each</em> question, I maintain a list of the associated tags. Store into redis. This results in about a million unique unigrams and 20 million unique bigrams, each with a corresponding list of tag frequencies. Ex.</p>

<pre><code>""continuous integration"": {""ci"":42, ""jenkins"":15, ""windows"":1, ""django"":1, ....}
</code></pre></li>
</ol>

<p><strong>Note:</strong> There are 2 problems here: <em>a)</em> Not all unigrams and bigrams are important and, <em>b)</em> not all tags associated with a ngram are important, although this doesn't mean that tags with frequency 1 are all equivalent or can be haphazardly removed. The number of tags associated with a given ngram easily runs into the thousands - most of them unrelated and irrelevant. </p>

<ol start=""3"">
<li><p><strong>tfidf:</strong> to aid in selecting which ngrams to keep, I calculated the tfidf score for the entire corpus for each unigram and bigram and stored the corresponding idf values with associated tags. Ex.</p>

<pre><code>""continuous integration"": {""ci"":42, ""jenkins"":15, ...., ""__idf__"":7.2123}
</code></pre>

<p>The tfidf scores are stored in a <code>documentxfeature</code> <a href=""http://docs.scipy.org/doc/scipy-0.14.0/reference/generated/scipy.sparse.csr_matrix.html"" rel=""noreferrer"">sparse.csr_matrix</a>, and I'm not sure how I can leverage that at the moment. (it is generated by <a href=""http://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.TfidfVectorizer.html#sklearn.feature_extraction.text.TfidfVectorizer.fit_transform"" rel=""noreferrer"">fit_transform()</a>)</p></li>
</ol>

<hr>

<h2>Questions</h2>

<ol>
<li>How can I use this processed data to reduce the size of my feature set? I've read about SVD and PCA but the examples always talk about a set of documents and a vocabulary. I'm not sure where the <em>tags</em> from my set can come in. Also, the way my data is stored (redis + sparse matrix), it is difficult to use an already implemented module (sklearn, nltk etc) for this task.</li>
<li><p>Once the feature set is reduced, the way I have planned to use it is as follows:</p>

<ul>
<li>Preprocess the test data.</li>
<li>Find the unigrams and bigrams.</li>
<li>For the ones stored in redis, find the corresponding best-k tags</li>
<li>Apply some kind of weight for the title and body text</li>
<li>Apart from this I might also search for exact known tag matches in the document. Ex, if ""ruby-on-rails"" occurs in the title/body then its a high probability that it's also a relevant tag.</li>
<li>Also, for tags predicted with a high probability, I might leverage a tag graph (a undirected graph with tags frequently occurring together having weighted edges between them) to predict more tags.</li>
</ul>

<p>Are there any suggestions on how to improve upon this? Can a classifier come in handy?</p></li>
</ol>

<hr>

<h2>Footnote</h2>

<p>I've a 16-core, 16GB RAM machine. The redis-server (which I'll move to a different machine) is stored in RAM and is ~10GB. All the tasks mentioned above (apart from tfidf) are done in parallel using ipython clusters.  </p>
";;3289963;179;Antonio Ercole De Luca;1;31485352;"<p>Use the public Api of <a href=""https://dandelion.eu/"" rel=""nofollow"">Dandelion</a>, this is a <a href=""https://dandelion.eu/semantic-text/entity-extraction-demo/"" rel=""nofollow"">demo</a>.
<br>
It extracts concepts from a text, so, in order to reduce dimentionality, you could use those concepts, instead of the bag-of-word paradigm.</p>
"
3494525;87;Sarah;<algorithm><machine-learning><artificial-intelligence><neural-network><perceptron>;28256441;3;Understanding Perceptrons;"<p>I just started a Machine learning class and we went over Perceptrons. For homework we are supposed to:
""Choose appropriate training and test data sets of two dimensions (plane). Use 10 data points for training and 5 for testing. "" Then we are supposed to write a program that will use a perceptron algorithm and output:</p>

<ul>
<li>a comment on whether the training data points are linearly
separable    </li>
<li>a comment on whether the test points are linearly separable</li>
<li>your initial choice of the weights and constants</li>
<li>the final solution equation (decision boundary)</li>
<li>the total number of weight updates that your algorithm made</li>
<li>the total number of iterations made over the training set</li>
<li>the final misclassification error, if any, on the training data and
also on the test data</li>
</ul>

<p>I have read the first chapter of my book several times and I am still having trouble fully understanding perceptrons.</p>

<p>I understand that you change the weights if a point is misclassified until none are misclassified anymore, I guess what I'm having trouble understanding is</p>

<ol>
<li>What do I use the test data for and how does that relate to the
training data?</li>
<li>How do I know if a point is misclassified?</li>
<li>How do I go about choosing test points, training points, threshold or a bias?</li>
</ol>

<p>It's really hard for me to know how to make up one of these without my book providing good examples. As you can tell I am pretty lost, any help would be so much appreciated.</p>
";28263357;2822762;1565;Dave;0;28256485;"<blockquote>
  <p>What do I use the test data for and how does that relate to the training data?</p>
</blockquote>

<p>Usually, to asses how well a particular algorithm performs, one first trains it and then uses <em>different</em> data to test how well it does on data it has never seen before.</p>

<blockquote>
  <p>How do I know if a point is misclassified?</p>
</blockquote>

<p>Your training data has labels, which means that for each point in the training set, you know what class it belongs to.</p>

<blockquote>
  <p>How do I go about choosing test points, training points, threshold or a bias?</p>
</blockquote>

<p>For simple problems, you usually take all the training data and split it around 80/20. You train on the 80% and test against the remaining 20%.</p>
"
3494525;87;Sarah;<algorithm><machine-learning><artificial-intelligence><neural-network><perceptron>;28256441;3;Understanding Perceptrons;"<p>I just started a Machine learning class and we went over Perceptrons. For homework we are supposed to:
""Choose appropriate training and test data sets of two dimensions (plane). Use 10 data points for training and 5 for testing. "" Then we are supposed to write a program that will use a perceptron algorithm and output:</p>

<ul>
<li>a comment on whether the training data points are linearly
separable    </li>
<li>a comment on whether the test points are linearly separable</li>
<li>your initial choice of the weights and constants</li>
<li>the final solution equation (decision boundary)</li>
<li>the total number of weight updates that your algorithm made</li>
<li>the total number of iterations made over the training set</li>
<li>the final misclassification error, if any, on the training data and
also on the test data</li>
</ul>

<p>I have read the first chapter of my book several times and I am still having trouble fully understanding perceptrons.</p>

<p>I understand that you change the weights if a point is misclassified until none are misclassified anymore, I guess what I'm having trouble understanding is</p>

<ol>
<li>What do I use the test data for and how does that relate to the
training data?</li>
<li>How do I know if a point is misclassified?</li>
<li>How do I go about choosing test points, training points, threshold or a bias?</li>
</ol>

<p>It's really hard for me to know how to make up one of these without my book providing good examples. As you can tell I am pretty lost, any help would be so much appreciated.</p>
";28263357;860196;8365;runDOSrun;12;28263357;"<blockquote>
  <p>What do I use the test data for and how does that relate to the
  training data?</p>
</blockquote>

<p>Think about a Perceptron as young child. You want to teach a child how to distinguish apples from oranges. You show it 5 different apples (all red/yellow) and 5 oranges (of different shape) while telling it what it sees at every turn (""this is a an apple. this is an orange). Assuming the child has perfect memory, it will learn to understand what makes an apple an apple and an orange an orange if you show him enough examples. He will eventually start to use meta-<strong>features</strong> (like shapes) without you actually telling him. This is what a Perceptron does. After you showed him all examples, you start at the beginning, this is called a new <strong>epoch</strong>.</p>

<p>What happens when you want to test the child's knowledge? You show it <strong>something new</strong>. A green apple (not just yellow/red), a grapefruit, maybe a watermelon. Why not show the child the exact same data as before during training? Because the child has perfect memory, it will only tell you what you told him. You won't see how good it <strong>generalizes</strong> from known to <strong>unseen</strong> data unless you have different <strong>training data</strong> that you never showed him during training. If the child has a horrible performance on the test data but a 100% performance on the training data, you will know that he has <strong>learned nothing</strong> - it's simply repeating what he has been told during training - you trained him too long, he only <strong>memorized</strong> your examples without understanding what makes an apple an apple because you gave him too many details - this is called <strong>overfitting</strong>. To prevent your Perceptron from only (!) recognizing training data you'll have to stop training at a reasonable time and find a good balance between the size of the training and testing set.</p>

<blockquote>
  <p>How do I know if a point is misclassified?</p>
</blockquote>

<p>If it's different from what it should be. Let's say an apple has class 0 and an orange has 1 (here you should start reading into Single/MultiLayer Perceptrons and how Neural Networks of multiple Perceptrons work). The network will take your input. How it's coded is irrelevant for this, let's say input is a string ""apple"". Your training set then is {(apple1,0), (apple2,0), (apple3,0), (orange1,1), (orange2,1).....}. Since you know the class beforehand, the network will either output 1 or 0 for the input ""apple1"". If it outputs 1, you perform (targetValue-actualValue) = (1-0) = 1. 1 in this case means that the network gives a wrong output. Compare this to the delta rule and you will understand that this small equation is part of the larger update equation. In case you get a 1 you will perform a weight update. If target and actual value are the same, you will always get a 0 and you know that the network didn't misclassify.</p>

<blockquote>
  <p>How do I go about choosing test points, training points, threshold or
  a bias?</p>
</blockquote>

<p>Practically the bias and threshold isn't ""chosen"" per se. The bias is trained like any other unit using a simple ""trick"", namely using the bias as an additional input unit with value 1 - this means the actual bias value is encoded in this additional unit's weight and the algorithm we use will make sure it learns the bias for us automatically. </p>

<p>Depending on your activation function, the threshold is predetermined. For a simple perceptron, the classification will occur as follows:</p>

<p><img src=""https://i.stack.imgur.com/yPxg8.png"" alt=""Perceptron""></p>

<p>Since we use a binary output (between 0 and 1), it's a good start to put the threshold at 0.5 since that's exactly the middle of the range [0,1].</p>

<p>Now to your last question about choosing training and test points: This is quite difficult, you do that by experience. Where you're at, you start off by implementing simple logical functions like AND, OR, XOR etc. There's it's trivial. You put everything in your training set and test with the same values as your training set (since for x XOR y etc. there are only 4 possible inputs 00, 10, 01, 11). For complex data like images, audio etc. you'll have to try and tweak your data and features until you feel like the network can work with it as good as you want it to.</p>
"
2769956;391;Palash Kumar;<matlab><machine-learning><classification><svm><cvx>;28263214;0;How To Do Linearly Separable Binary Classification?;"<p>I want to solve following optimization problem - </p>

<blockquote>
  <p><strong>Cost Function:</strong> 1/2 ||W||^2</p>
  
  <p><strong>Subject to   :</strong> Y_i(w.X_i - b) >= 1</p>
</blockquote>

<p>Where <code>X</code> is a 700x3 matrix, <code>Y</code> is a vector stores the label of classes for those instances (valued as 1/-1) and <code>w.X_i</code> is the dot product of <code>w</code> and <code>X_i</code>.</p>

<p>I am using CVX -</p>

<pre><code>cvx_begin
    variable W(3);
    variable B;
    minimize (0.5*W'*W)
    subject to 
        Y'*(X*W - B) &gt;= 1;
cvx_end
</code></pre>

<p>then, I am plotting, <code>w1.x1 + w2.x2 - b</code>
which does not seem to be separating hyper-plane?</p>

<p>Whats wrong am I doing?</p>
";;2216369;3192;Alan;0;28263586;"<p><strong>In short:</strong> 
when you are doing <code>w1.x1 + w2.x2 - b</code> you are trying to specify a hyperplane at a particular location, which is also the same as specifying a particular point on a vector.  To do either in a 3D space you need to use all three dimensions, so: <code>w1.x1 + w2.x2 +w3.x3 - b</code></p>

<p><strong>In longer:</strong>
When performing a linear classification such as this, the task can be viewed in two ways:</p>

<ol>
<li><p>Finding a separating hyperplane such that all samples of one class are on one side, and all samples of the other class are on the other side.</p></li>
<li><p>Finding a projection of the multidimensional space which the samples are in, into a single dimensional line, such that there is a point on the line which clearly separates them.</p></li>
</ol>

<p>These are identical tasks, since the single dimension in 2 is essentially how far each sample is from the separating hyperplane (and which side said sample is on).  I find it helps to bear both of these viewpoints in mind, particularly since the separating hyperplane is the plane orthogonal to the single dimensional vector.</p>

<p>So, in the case you are dealing with, the weight vector <code>w</code> provided by the model is used to project the samples in matrix <code>X</code> onto a single dimensional line and the offset <code>b</code> indicates at which point along this vector the separating hyperplane occurs. By subtracting <code>b</code> from the projected values they are shifted such that this hyperplane is the one orthogonal to the line at point 0 which makes for simple thresholding.</p>
"
2163392;1975;mad;<python><machine-learning><scikit-learn><random-forest>;28263685;0;Value Error in Scikit-learn Random forest fit method;"<p>I am trying to train (fit) a Random forest classifier using python and scikit-learn for a set of data stored as feature vectors. I can read the data, but I can't run the training of the classifier because of Value Erros. The source code that I am using is the following:</p>

<pre><code>from sklearn.ensemble import RandomForestClassifier
from numpy import genfromtxt

 my_training_data = genfromtxt('csv-data.txt', delimiter=',')

 X_train = my_training_data[:,0]
 Y_train = my_training_data[:,1:my_training_data.shape[1]]

 clf = RandomForestClassifier(n_estimators=50)
 clf = clf.fit(X_train.tolist(), Y_train.tolist())
</code></pre>

<p>The error returned to me is the following:</p>

<pre><code>Traceback (most recent call last):
File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;
File ""/usr/lib/python2.7/dist-packages/sklearn/ensemble/forest.py"",  line 260, in fit
n_samples, self.n_features_ = X.shape
ValueError: need more than 1 value to unpack
</code></pre>

<p>The csv-data.txt is a comma separated values file, containing 3996 vectors for training of the classifier. I use the f
irst dimension to label the vector and the rest are float values. These are the dimensions of the feature vectors used in the classifier.</p>

<p>Did I miss some conversion here?  </p>
";28264168;1430829;3051;Matt Hancock;3;28264168;"<p>The training examples are stored by row in <code>""csv-data.txt""</code> with the first number of each row containing the class label. Therefore you should have:</p>

<pre><code>X_train = my_training_data[:,1:]
Y_train = my_training_data[:,0]
</code></pre>

<p>Note that in the second index in <code>X_train</code>, you can leave off the end index, and the indices will automatically run to the end (of course you can be explicit for clarity, but this is just FYI.</p>

<p>Also, there is no need to call <code>tolist()</code> in your call to <code>fit()</code> since these are already <code>numpy</code> <code>ndarray</code>, and the <code>fit()</code> function will convert them back to <code>numpy</code> <code>ndarray</code> if the argument is a list.</p>

<pre><code>clf.fit(X_train.tolist(), Y_train.tolist())
</code></pre>
"
2656211;77;Ivica Obadic;<machine-learning><nlp>;28265758;0;Categorize social events;"<p>I am having name and description of event and i want to find out about the categories of the event(for example is it entertainment event, politic event or something else).
 I was searching on the web and i looked at some natural language processing  techniques such as Latent Dirichlet Allocation but i can not see a way to use it in my situation. 
Is it a good idea to try to categorize by having predefined keywords for each category, and then to query the text and decide by the amount of keywords from each category?
Can someone give me a clue about my problem ? Many thanks</p>
";28511966;2887031;1518;Eric D. Brown;0;28511966;"<p>One approach you could take is to start simple and use a bayesian classifier to analyze/classify your data. </p>

<p>I would approach this problem by taking your dataset and splitting it into a training dataset and a non-training dataset. Then, manually review each event and categorize it as a type of event. Using this training dataset to run your classifier against the remainder of your data. </p>

<p>This may not be ideal for a large amount of event types but it might be a way for you to get started addressing the problem.</p>
"
4257646;73;kim;<opencv><image-processing><machine-learning><computer-vision>;28270373;1;How to remove text region in a document image?;"<p>Similar to this <a href=""https://stackoverflow.com/questions/26955513/how-to-detect-text-region-from-a-document-image"">post</a>, I want to ask the same question and see if there are other suggestions and ideas. </p>

<p>Given an document image (i.e. newspaper), how to extract photos in it or remove text region?</p>

<p>I think traditional OCR methods may not be suitable here, as I don't need to recognize the text, and OCR is not accurate and slow. I believe text region (i.e. text blocks) and image region should be distinguishable by some threshold based methods in image processing. Any suggestions or example codes in OpenCV will be appreciated. Thanksï¼</p>

<p><strong>BTW</strong>, what if the background color is not white, or the background color of certain blocks are not white?</p>

<p>Example image:</p>

<p><img src=""https://i.stack.imgur.com/7qrQP.jpg"" alt=""enter image description here""></p>
";;457687;4223;Vlad;0;28385925;"<p>Ocr doesnt take newspapers as input. It takes text regions that have to be found first. So it is indeed irrelevent. To find text regions one tipically uses adaptive thresholding (<a href=""http://docs.opencv.org/trunk/doc/py_tutorials/py_imgproc/py_thresholding/py_thresholding.html"" rel=""nofollow"">tutorial</a>) to binarize an image and then a stroke width transform with connected components to find cosistent text regions. See this paper, <a href=""http://www.google.com/url?sa=t&amp;source=web&amp;cd=1&amp;ved=0CB0QFjAA&amp;url=http%3A%2F%2Fwww.math.tau.ac.il%2F~turkel%2Fimagepapers%2Ftext_detection.pdf&amp;rct=j&amp;q=stroke%20width%20transform&amp;ei=olrWVLiaPM6TNrCnhNAM&amp;usg=AFQjCNHc4piIXiX1AYV3fwvr3Vc1UXJInA&amp;sig2=5Eij2mtTfUaeAZf4nH3iyA"" rel=""nofollow"">swt</a>.
Trying to find images seems to be harder an endeavor though they too have some distinct features such as less amount of high spatial frequencies compared to text. </p>
"
835461;476;Jideobi Benedine Ofomah;<scala><matrix><machine-learning><apache-spark>;28273651;0;Spark MLib Matrix Multiplication;"<p>I tried the following code in Spark console</p>

<pre><code>import org.apache.spark.mllib.linalg.{Matrix, Matrices, DenseMatrix}

val dm: DenseMatrix = new DenseMatrix(3, 2, Array(1.0, 3.0, 5.0, 2.0, 4.0, 6.0))

val md: DenseMatrix = new DenseMatrix(2, 3, Array(1.0, 3.0, 5.0, 2.0, 4.0, 6.0))

dm.multiply(md) //this line throws an error
</code></pre>

<p>The error message that i get is:</p>

<pre><code>error: value multiply is not a member of org.apache.spark.mllib.linalg.Matrix
</code></pre>

<p>meanwhile i can call <code>dm.toString</code>, <code>dm.numRows</code> and <code>dm.numCols</code> i get results but when i call <code>dm.multiply</code>, it throws an error.</p>

<p>what am i doing wrong??</p>
";28275069;835461;476;Jideobi Benedine Ofomah;2;28275069;"<p>i figured out that multiply() is not supported on v1.1.0</p>

<p><a href=""http://spark.apache.org/docs/1.1.0/api/scala/index.html#org.apache.spark.mllib.linalg.DenseMatrix"" rel=""nofollow"">Spark v1.1.0</a></p>

<p>fixed this by upgrading to v1.2.0</p>
"
3804489;61;Chong Zheng;<machine-learning><cluster-analysis>;28274280;-2;Machine Learning: How to avoid over-fitting in for small data sets?;"<p>If we want to apply machine learning job on a small data set with many attributes, it may be easy to get over-fitting problem. 
How to avoid this?</p>
";;2040628;1181;TNM;0;28317583;"<p>The simplest answer is to use over-fitting resistant methods such as random forest or boosting with stump as the weak learner.</p>
"
4481550;142;MickaÃ«l B.;<opencv><machine-learning>;28274974;2;Using OpenCV cascade of classifier with traffic sign;"<p>I'm trying to detect some traffic signs like that: <a href=""http://i.stack.imgur.com/yOTZb.jpg"" rel=""nofollow"">http://i.stack.imgur.com/yOTZb.jpg</a></p>

<p>I managed to isolate the traffic sign (which is, for the moment, always round): <a href=""http://image.noelshack.com/fichiers/2015/06/1422869734-3.jpg"" rel=""nofollow"">http://image.noelshack.com/fichiers/2015/06/1422869734-3.jpg</a></p>

<p>With bad results with SURF for real-time, and tips of a preceding post, I want to use a cascade of a classifier for the detection of the different traffic sign (30,50,70...).</p>

<p>1) Is traffic signs will be nicely recognized to cascade of classifier like faces are? I mean by that, is a traffic sign is susceptible to haar features detection ?</p>

<p>2) Do I need to train one cascade of classifier (one .xml) for each sign? Do I need to put images of 30,70 traffic signs in the false positive of the 50 (
and conversely) ?</p>

<p>3) If I have understood, the positive images have to have the same size, and i need to delete the background ?</p>

<p>Sorry for my english, thanks :)</p>
";28276879;1348388;4898;Kornel;1;28276879;"<p>I'm of the opinion that you need to train some Haar detector per traffic sign's shape (one for triangular warning signs, an other one for circular signs, etc.). As a result of detection you will have some candidates for further processing and should be decided whether a candidate is true positive or not.<br />
If it is true positive: additional classification needs to recognize the type of a known shape. This classification can be an ANN algorithm or SVMs.
<br /><br />
Answers to your questions:<br /></p>

<ol>
<li>It's strongly depends on the positive/negative database, the features used for training (Haar, LBP, HoG), but I think this cascade structure can be useful for your purposes.</li>
<li>Partly answered above. For the negatives: you should use a very different set of images. E.g. landscapes, animals, etc. It's important to collect a large database because most of the negatives will be rejected during the first steps of the training.</li>
<li>You need to use same scale (for positives) during the training and it is recommended to use some global transformation for reducing the effect of different lighting conditions. But you don't need to remove the background, just crop the images along the border of signs.</li>
</ol>
"
1565344;924;Alex;<python><text><machine-learning><pybrain><supervised-learning>;28281218;1;Text conversion in python;"<p>I'm constructing a recurrent neural network with PyBrain for text classification problems. After numerous attempts I still can't sort out how to convert a list of strings into an array that can be used as a dataset. What I did: </p>

<pre><code>import collections,re
from pybrain.datasets import SupervisedDataSet

#create the supervised dataset variable with 5 inputs and 1 output
windowSize=5
main_ds = SupervisedDataSet(windowSize,1)

with open('ltest5lg_d1.fr','r') as train_1:
        import_data_train=train_1.readlines()

train_data = []

for lines in import_data_train:
    s = lines.split()        
    for words in s:
        train_data.append(words)

bagsofwords = [collections.Counter(re.findall(r'\w+', txt)) for txt in train_data]

sumbags = sum(bagsofwords, collections.Counter())
</code></pre>

<p>So I got the frequency table for the training data, but I can't sort out how to convert the data itself to some format that could be used as an input in main_ds variable. </p>
";;98975;6872;viksit;1;28289373;"<p>The standard way of representing words in the context of learning is the word embeddings model. </p>

<p>What you want (and this is with only a cursory glance at PyBrain's dataset page [1]) is to build a dataset by converting the text into their vector representations. </p>

<p>For an example of how to do it yourself, see glove-python [2]. If you'd like to use an existing package to do this, see Google's word2vec [3] or Stanford's GloVe [4], of which the python version is a naive implementation.</p>

<p>You could then use this representation to train your NN.</p>

<pre><code>[1] http://pybrain.org/docs/quickstart/dataset.html
[2] https://github.com/maciejkula/glove-python
[3] https://code.google.com/p/word2vec/
[4] http://www-nlp.stanford.edu/projects/glove/
</code></pre>
"
3322273;9310;SomethingSomething;<machine-learning><neural-network>;28288489;6;Neural Networks: Does the input layer consist of neurons?;"<p>I currently study the Neural Networks theory and I see that everywhere it is written that it consists of the following layers:</p>

<ul>
<li>Input Layer</li>
<li>Hidden Layer(s)</li>
<li>Output Layer</li>
</ul>

<p>I see some graphical descriptions that show the input layer as real nodes in the net, while others show this layer as just a vector of values <strong>[x1, x2, ... xn]</strong></p>

<p>What is the correct structure?</p>

<p>Is the ""input layer"" a real layer of neurons? Or is this just abstractly named as layer, while it really is just the input vector?</p>

<p>Adding contradicting and confusing photos I found in the web:</p>

<p><strong>Here it looks like the input layer consists of neurons:</strong>
<img src=""https://i.imgur.com/mIsGh53.jpg"" alt=""Screenshot""></p>

<p><strong>Here it looks like the input layer is just an input vector:</strong>
<img src=""https://c.mql5.com/18/20/NN1__1.gif"" alt=""Screenshot""></p>
";28289293;98975;6872;viksit;2;28289293;"<p>Let me answer your question with some mathematical notations that will make it easier to understand than just random images. First, remember the Perceptron.</p>

<p>The task of the Perceptron is to find a decision function that will classify some points in a given set into n classes. So, for a function </p>

<pre><code>f : R^n -&gt; R , f(X) = &lt;W, X&gt; + b
</code></pre>

<p>where W is a vector of weights, and X is the vector of points. As an example, if you have a line defined by the equation <code>3x + y = 0</code> then W is <code>(3,1)</code> and X is <code>(x,y)</code>.</p>

<p>A Neural Network can be thought of as a graph where each vertex of the graph is a simple perceptron - that is, each node in the network is nothing but a function that takes in some value and outputs a new one, which could then be used for the next node. In your second image, this would be the two hidden layers.</p>

<p>What then do these nodes need as input? A set of W and Xs - weight and point vectors. Which in your image is expressed by <code>x0, x1, .. xn</code> and <code>w0, w1, .. wn</code>.</p>

<p>Ultimately, we can conclude that what a Neural Network needs to function is a set of input vectors of weights and points. </p>

<p><em>My overall advice to you would be to pick one source for your learning and stick to that rather than going over the internet with conflicting images.</em></p>
"
3322273;9310;SomethingSomething;<machine-learning><neural-network>;28288489;6;Neural Networks: Does the input layer consist of neurons?;"<p>I currently study the Neural Networks theory and I see that everywhere it is written that it consists of the following layers:</p>

<ul>
<li>Input Layer</li>
<li>Hidden Layer(s)</li>
<li>Output Layer</li>
</ul>

<p>I see some graphical descriptions that show the input layer as real nodes in the net, while others show this layer as just a vector of values <strong>[x1, x2, ... xn]</strong></p>

<p>What is the correct structure?</p>

<p>Is the ""input layer"" a real layer of neurons? Or is this just abstractly named as layer, while it really is just the input vector?</p>

<p>Adding contradicting and confusing photos I found in the web:</p>

<p><strong>Here it looks like the input layer consists of neurons:</strong>
<img src=""https://i.imgur.com/mIsGh53.jpg"" alt=""Screenshot""></p>

<p><strong>Here it looks like the input layer is just an input vector:</strong>
<img src=""https://c.mql5.com/18/20/NN1__1.gif"" alt=""Screenshot""></p>
";28289293;860196;8365;runDOSrun;4;28289385;"<blockquote>
  <p>Is the ""input layer"" a real layer of neurons? Or is this just abstractly named as layer, while it really is just the input vector?</p>
</blockquote>

<p>Yes, it's both - depending on the abstraction. On paper the network has input neurons. On implementation level you have to organize this data (usually using arrays/vectors) which is why you speak of an input vector: </p>

<p><em>An input vector holds the input neuron values (representing the input layer).</em></p>

<p>If you're familiar with basics of graph theory or image processing - it's the same principle. For example, you can call an image a matrix (technical view) or a field of pixels (more abstract view).</p>
"
3347188;2421;Sami;<java><php><mysql><machine-learning><datumbox>;28291045;2;How to Connect a Java-based Machine Learning Framework to a MySQL Database Using PHP?;"<p>I want to connect the <a href=""https://github.com/datumbox/datumbox-framework/"" rel=""nofollow noreferrer"">Datumbox machine learning framework</a> to a MySQL database using PHP.<br>
Datumbox is an open-source Machine Learning Framework written in Java. Unfortunately I could not find any example to complete this task. I would appreciate any help to complete this task.</p>
";;3688538;1222;stepozer;1;28297303;"<p>I think you can use datumbox api:</p>

<ul>
<li>Common API URL: <a href=""http://www.datumbox.com/machine-learning-api/"" rel=""nofollow"">http://www.datumbox.com/machine-learning-api/</a></li>
<li>API doc PDF: <a href=""http://www.datumbox.com/files/API-Documentation-1.0v.pdf"" rel=""nofollow"">http://www.datumbox.com/files/API-Documentation-1.0v.pdf</a></li>
</ul>

<p>As you can see it used REST <code>JSON</code> API, so i think it will be not hard to used it.</p>

<p><strong>EDIT:</strong></p>

<p>Also for this API exits PHP client:</p>

<p><a href=""http://www.datumbox.com/files/Datumbox_APIclient_PHP_1.0.zip"" rel=""nofollow"">http://www.datumbox.com/files/Datumbox_APIclient_PHP_1.0.zip</a></p>
"
4257646;73;kim;<opencv><image-processing><machine-learning><computer-vision><object-detection>;28294847;1;How do I deal with occlusion, warping, or perspective distortion for object detection?;"<p>I am using SIFT features for detecting logos in clothes. SIFT is quite powerful, as it is scale invariant, but how do I deal with the problem of occlusion and warping?</p>

<p>More specifically, the logos in clothes might be partially occluded, and can also be warped when the clothes are stretched or squeezed.</p>

<p>Any suggestion and directions? Thanks in advance!</p>

<p>Some example are showed here:</p>

<p>Logo on leg: </p>

<p><img src=""https://i.stack.imgur.com/DcV1e.jpg"" alt=""enter image description here""></p>

<p><img src=""https://i.stack.imgur.com/AzoLD.jpg"" alt=""enter image description here""></p>

<p><img src=""https://i.stack.imgur.com/ctMJH.jpg"" alt=""enter image description here""></p>
";;457687;4223;Vlad;0;28334469;"<p><a href=""http://en.wikipedia.org/wiki/Bag-of-words_model_in_computer_vision"" rel=""nofollow"">bag of words</a> is your answer. It skips an affine transform confirming a proper alignment of your SIFT points and uses only their descriptors to confirm their identities. The price you pay - you will need more points to confirm a logo. </p>

<p>On top of that you can write your own spatial consistency validation routine since even when affine transform is a bad fit to your distorted images the basic ordering constraints (whatâ€™s on the right, left, bottom and top) should still be valid. </p>
"
